word,count
performing,39
reasoning capability,39
reconstruction method,39
refined,39
representative,39
resolve,39
select,39
significant performance,39
solving,39
stable diffusion,39
thereby enhancing,39
voxel,39
vqa,39
adjusts,38
adverse,38
analyzing,38
articulated,38
closed-loop,38
collaboration,38
compute,38
connection,38
consequently,38
data distribution,38
diffusion process,38
facial expression,38
frozen,38
game,38
intuitive,38
key insight,38
large multimodal model,38
linguistic,38
method achieving,38
method code available,38
model architecture,38
multi-agent,38
multi-modal large,38
multi-modal large language,38
object pose,38
outperform,38
positional,38
predictor,38
previous state-of-the-art,38
primary,38
radiance,38
rank,38
reality,38
recent year,38
recognizing,38
result demonstrate method,38
significantly outperforms existing,38
six,38
ssl,38
state space model,38
stereo matching,38
subset,38
synthesized,38
triplet,38
utilization,38
's effectiveness,37
additionally propose,37
alleviate,37
architectural,37
catastrophic forgetting,37
clothing,37
consider,37
cover,37
curated,37
decision-making,37
dm,37
due limited,37
enabled,37
fine,37
fps,37
garment,37
hair,37
hardware,37
implementation,37
labeled data,37
mutual,37
neuron,37
possible,37
relighting,37
robotic manipulation,37
sd,37
separation,37
serf,37
sota method,37
sr,37
tackle challenge,37
target domain,37
tokenizer,37
visual perception,37
's ability,36
according,36
adapted,36
approach significantly,36
around,36
attention map,36
attribution,36
balanced,36
chain,36
compatible,36
comprehensive evaluation,36
constructed,36
contain,36
demonstrate state-of-the-art,36
descriptor,36
distinguish,36
eliminating need,36
existing datasets,36
extended,36
extremely,36
future research,36
generalization across,36
greater,36
include,36
inertial,36
infer,36
influence,36
inverse rendering,36
mainstream,36
mean,36
model achieves,36
namely,36
object detector,36
qualitative quantitative,36
rendering quality,36
rgb image,36
significant attention,36
significantly reduces,36
simulate,36
simulator,36
slam,36
smaller,36
spanning,36
spherical,36
state-of-the-art performance across,36
stochastic,36
storage,36
synthesizes,36
systematic,36
test-time adaptation,36
throughout,36
transferring,36
unimodal,36
video generation model,36
vision model,36
visual cue,36
visual generation,36
workflow,36
ambiguous,35
binary,35
cache,35
causing,35
city,35
cluster,35
consistency across,35
data-driven,35
deblurring,35
decomposes,35
defect,35
derive,35
diverse datasets,35
format,35
grasping,35
greatly,35
increased,35
indicate,35
inference speed,35
irrelevant,35
large model,35
learning strategy,35
machine learning,35
magnitude,35
model ha,35
motion estimation,35
multi-level,35
neglecting,35
open-ended,35
prevent,35
previous approach,35
rectified,35
remaining,35
represented,35
sampled,35
security,35
significantly enhances,35
spatial relationship,35
whole,35
achieved remarkable,34
approximately,34
baseline method,34
camera motion,34
camouflaged,34
coding,34
composed,34
computational complexity,34
confirm,34
contribute,34
convolutional,34
data augmentation,34
dataset available,34
deeper,34
denoising process,34
existing model,34
extending,34
extensive experimental result,34
fid,34
frame rate,34
good,34
head avatar,34
high computational cost,34
image text,34
inefficient,34
instance-level,34
keypoints,34
latent diffusion model,34
main,34
minimizing,34
model across,34
model like,34
model often,34
object category,34
orthogonal,34
pedestrian,34
prevalent,34
relatively,34
reverse,34
rgb-d,34
road,34
sampling strategy,34
selectively,34
shadow,34
sufficient,34
technology,34
tend,34
variable,34
vertex,34
visual understanding,34
watermark,34
able,33
absolute,33
acquisition,33
address gap,33
adversarial example,33
approximation,33
codebook,33
compatibility,33
compromise,33
contact,33
convert,33
cot,33
current state-of-the-art,33
customized,33
decompose,33
demonstrated remarkable,33
detection method,33
distribution shift,33
drop,33
eliminates,33
empirically,33
evaluation demonstrate,33
experiment validate,33
generally,33
generation process,33
grasp,33
heterogeneity,33
hierarchy,33
human-object interaction,33
improves performance,33
inference time,33
inference-time,33
interpretation,33
lane,33
low-frequency,33
low-rank adaptation,33
model available,33
multi-object,33
music,33
operates,33
outperforming existing,33
partially,33
past,33
pathology,33
potentially,33
preventing,33
proposed approach,33
public datasets,33
quantized,33
recognize,33
reconstructed,33
reducing computational,33
rendered,33
sensitive,33
significantly reducing,33
specifically propose,33
state-of-the-art approach,33
state-of-the-art model,33
successfully,33
temporal information,33
text embeddings,33
textual description,33
tokenizers,33
unexplored,33
versatility,33
video-based,33
volumetric,33
window,33
3d occupancy,32
achieving state-of-the-art performance,32
behind,32
bit,32
cell,32
cl,32
come,32
comprehensively,32
continuously,32
cooperative,32
corruption,32
coverage,32
decouples,32
dedicated,32
degree,32
devise,32
domain generalization,32
effectively capture,32
excessive,32
execution,32
fall short,32
finetuning,32
first time,32
fitting,32
flow matching,32
high-quality image,32
hour,32
image-to-video,32
imbalance,32
instruction tuning,32
lacking,32
method outperforms state-of-the-art,32
monocular video,32
multiple datasets,32
occupancy prediction,32
orientation,32
overlooked,32
pixel-wise,32
prevents,32
problem propose,32
radiance field,32
real-world image,32
recent method,32
render,32
retaining,32
separately,32
showcasing,32
slide,32
state-of-the-art sota,32
statistic,32
t2v,32
talking,32
text description,32
training inference,32
training process,32
video data,32
video object,32
visual information,32
visualization,32
3d model,31
accelerating,31
achieves state-of-the-art result,31
achieving superior,31
additional training,31
adjust,31
aiming,31
anchor,31
animal,31
applicable,31
approach often,31
central,31
channel,31
compare,31
conduct extensive experiment,31
customization,31
demonstrate method outperforms,31
edited,31
energy,31
evolution,31
exceptional,31
eye,31
fails,31
feature learning,31
fundamental challenge,31
furthermore propose,31
fusing,31
ha demonstrated,31
ha recently,31
hidden,31
lighting condition,31
limitation introduce,31
model effectively,31
offline,31
pose significant challenge,31
promising result,31
qa,31
quadratic,31
score distillation,31
simulating,31
slow,31
time-consuming,31
tokenization,31
topological,31
topology,31
-based,30
abnormal,30
across multiple benchmark,30
articulated object,30
artistic,30
assembly,30
basis,30
becomes,30
believe,30
boosting,30
collecting,30
colorization,30
comprehensive benchmark,30
compress,30
ct,30
differential,30
diffusion transformer dit,30
distinguishing,30
distributed,30
established,30
evaluation across,30
exist,30
existing state-of-the-art,30
extensive experiment multiple,30
failing,30
furthermore introduce,30
generalizing,30
growing,30
hinders,30
inaccurate,30
latent representation,30
long-horizon,30
model e.g.,30
model learn,30
model lvlms,30
obtained,30
often fail,30
portrait,30
prompt tuning,30
ranging,30
receptive,30
recovering,30
reid,30
share,30
source code available,30
stronger,30
stylized,30
synchronization,30
temporal grounding,30
text-to-image model,30
transformer architecture,30
transformer dit,30
transparent,30
typically rely,30
unlike previous,30
wild,30
yielding,30
3d semantic,29
account,29
achieves competitive,29
across four,29
anatomical,29
angle,29
anything model,29
argue,29
backdoor attack,29
built upon,29
chain-of-thought,29
class-incremental,29
compressed,29
computing,29
consisting,29
count,29
degrade,29
detection performance,29
disentangling,29
distilled,29
dubbed,29
encompassing,29
enforces,29
evaluation metric,29
firstly,29
fused,29
generation framework,29
gpt-4o,29
gui,29
integrity,29
interpret,29
invariant,29
iteration,29
labor-intensive,29
language-guided,29
latest,29
localize,29
method either,29
method outperforms existing,29
model 3d,29
neural representation,29
posed,29
presence,29
propose novel framework,29
quantitatively,29
rapidly,29
real-world data,29
recent work,29
receptive field,29
reconstruction model,29
regional,29
remarkable performance,29
removing,29
