word,count
generative model,207
project,207
agent,205
localization,205
change,203
learned,203
thereby,202
complexity,201
description,201
instruction,201
validate,201
enable,200
develop,199
3dgs,197
given,197
manipulation,197
state,197
hand,196
observation,196
promising,195
unseen,194
identify,193
monocular,193
across various,192
gaussians,192
second,191
however existing,190
processing,190
error,189
highly,189
lead,189
pattern,189
video generation,189
correspondence,188
natural,188
medical,187
object detection,187
size,187
recently,186
joint,184
offer,184
patch,184
allows,183
long,183
shift,183
training data,183
contrastive,182
thus,182
exhibit,181
facial,181
generates,181
grounding,181
restoration,181
type,181
making,180
requires,180
cue,179
autonomous,178
embeddings,178
outperforms existing,178
speed,178
audio,177
integrates,177
original,177
3d object,176
variation,176
fully,175
handle,174
degradation,173
may,173
perspective,173
achieved,172
embedding,172
preserving,172
property,172
correlation,171
enhanced,171
several,171
shown,171
term,171
world,171
advance,170
make,170
reduce,170
background,169
detailed,169
future,169
guide,169
inherent,169
construct,168
explicit,168
requiring,168
tackle,168
among,167
continuous,167
demonstrates,167
experiment show,167
mitigate,167
physical,167
practical,167
standard,167
hierarchical,166
supervision,166
gradient,165
pose estimation,165
substantial,165
extract,164
general,164
i.e.,164
3d gaussian splatting,163
bridge,163
model 's,163
unsupervised,163
accurately,162
example,162
simulation,161
avatar,160
called,160
computer,159
mamba,159
signal,159
across diverse,158
backbone,158
cross-modal,158
perform,158
primarily,158
test,158
uncertainty,158
ensuring,157
novel view,157
diffusion-based,156
unlike,156
decoder,155
training-free,155
optimal,154
rgb,154
success,154
demonstrating,153
efficiently,153
pixel,153
publicly,153
color,152
especially,152
identity,152
made,152
lightweight,151
many,151
selection,151
semantic segmentation,151
simultaneously,151
4d,150
achieves state-of-the-art performance,150
experimental result demonstrate,150
linear,150
normal,150
pre-training,150
small,150
computer vision,149
supervised,149
detector,148
imaging,148
incorporating,148
integrating,148
issue propose,148
lidar,148
outperforms state-of-the-art,148
sota,148
allowing,147
demonstrate effectiveness,147
overcome,147
progress,147
providing,147
area,146
preference,146
static,146
implicit,145
material,145
superior performance,145
superiority,145
enhancement,144
finally,144
provides,144
remarkable,144
view synthesis,144
manner,143
method achieves,142
ensure,141
page,141
reduces,141
tuning,141
capturing,140
explore,140
layout,140
limit,140
objective,140
similar,140
suffer,140
average,139
dynamically,139
improved,139
occlusion,139
paper introduce,139
stable,139
varying,139
3d reconstruction,138
estimate,138
few-shot,138
proposed method,138
rich,138
along,137
combine,137
effect,137
similarity,137
datasets demonstrate,136
distance,136
end-to-end,136
introduce novel,136
project page,136
rate,136
refinement,136
video diffusion,136
autonomous driving,135
core,135
response,135
corresponding,134
demonstrate method,134
expert,134
learns,134
caption,133
individual,133
mapping,133
outperforming,132
publicly available,132
stereo,132
across multiple,131
ood,131
animation,130
either,130
frequency,130
multimodal large,130
semantics,130
adapter,129
artifact,129
challenge propose,129
consistently,129
fail,129
finding,129
high-resolution,129
method often,129
multimodal large language,129
powerful,129
result show,129
update,129
block,128
characteristic,128
expression,128
hallucination,128
novel framework,128
address limitation,127
incorporate,127
learnable,127
scalable,127
across different,126
augmentation,126
capable,126
demonstrated,126
encoding,126
predict,126
viewpoint,126
distinct,125
generalizable,125
interactive,125
online,125
performance across,125
significant challenge,125
significantly outperforms,125
subject,125
align,124
building,124
common,124
fidelity,124
integration,124
boundary,123
direction,123
edge,123
find,123
task-specific,123
vector,123
conditional,122
lighting,122
pretrained,122
adaptively,121
difference,121
direct,121
encoders,121
extraction,121
latent space,121
movement,121
paper present,121
scaling,121
utilize,121
way,121
development,120
fast,120
preserve,120
balance,119
computation,119
facilitate,119
flexible,119
integrate,119
introducing,119
robot,119
tailored,119
unlabeled,119
advanced,118
limiting,118
obtain,118
quantization,118
applied,117
egocentric,117
perturbation,117
utilizes,117
utilizing,117
address issue propose,116
demand,116
nature,116
pruning,116
create,115
depth estimation,115
classifier,114
conduct,114
higher,114
less,114
universal,114
addition,113
distortion,113
four,113
inspired,113
model vlms,113
transformation,113
contribution,112
high-fidelity,112
impressive,112
incorporates,112
novel approach,112
scheme,112
surpasses,112
unique,112
existing approach,111
hybrid,111
increase,111
overall,111
represent,111
search,111
open-vocabulary,110
optical,110
robotic,110
wide,110
base,109
guided,109
image editing,109
masked,109
position,109
reduction,109
removal,109
segment,109
us,109
autoregressive,108
fundamental,108
gain,108
policy,108
vlm,108
element,107
highlight,107
impact,107
personalized,107
respectively,107
work propose,107
discriminative,106
full,106
open,106
quantitative,106
best,105
character,105
contextual,105
device,105
light,105
notably,105
although,104
annotated,104
ground,104
labeled,104
model llm,104
novel view synthesis,104
relative,104
reveal,104
sensor,104
video understanding,104
addressing,103
benefit,103
language model llm,103
specialized,103
answering,102
compositional,102
consists,102
generation model,102
human motion,102
jointly,102
named,102
reconstructing,102
anomaly detection,101
build,101
comparable,101
competitive,101
person,101
primitive,101
shared,101
therefore,101
ai,100
aspect,100
important,100
overhead,100
previous method,100
role,100
combining,99
contrast,99
dual,99
integrated,99
model trained,99
noisy,99
t2i,99
virtual,99
arbitrary,98
continual,98
embodied,98
factor,98
refine,98
super-resolution,98
u,98
beyond,97
camera pose,97
clustering,97
explicitly,97
lvlms,97
model mllms,97
optimize,97
dependency,96
introduced,96
long video,96
reconstruct,96
relation,96
resource,96
unknown,96
behavior,95
completion,95
controllable,95
exploit,95
importance,95
inpainting,95
language model mllms,95
semi-supervised,95
conventional,94
deformation,94
handling,94
highlighting,94
instead,94
tool,94
widely,94
address challenge propose,93
creation,93
forgetting,93
offering,93
reliable,93
sequential,93
vision-language model vlms,93
difficulty,92
known,92
lmms,92
remain,92
aggregation,91
applying,91
captured,91
computational cost,91
image restoration,91
increasing,91
main,91
seamlessly,91
short,91
test-time,91
visual feature,91
advantage,90
audio-visual,90
collaborative,90
combination,90
form,90
generalize,90
ii,90
largely,90
pre-trained model,90
question answering,90
real-world scenario,90
released,90
relying,90
two-stage,90
upon,90
calibration,89
flexibility,89
inverse,89
missing,89
paired,89
perceptual,89
public,89
representation learning,89
video diffusion model,89
assessment,88
benchmark datasets,88
coherence,88
combined,88
iterative,88
pixel-level,88
remains challenging,88
state-of-the-art result,88
structural,88
value,88
adapt,87
compact,87
faster,87
focused,87
out-of-distribution,87
particular,87
regularization,87
relevant,87
text prompt,87
capacity,86
difficult,86
diffusion transformer,86
evaluating,86
initial,86
minimal,86
qualitative,86
requirement,86
teacher,86
latency,85
reward,85
show method,85
address propose,84
entire,84
high-level,84
includes,84
length,84
scalability,84
spatiotemporal,84
yield,84
activation,83
adaptability,83
automatically,83
comprehension,83
containing,83
garment,83
matrix,83
order,83
planning,83
portrait,83
advancing,82
aligned,82
complementary,82
document,82
generalized,82
generator,82
heterogeneous,82
input image,82
navigation,82
performs,82
photorealistic,82
self-attention,82
source code,82
aligning,81
composition,81
decomposition,81
generalizability,81
help,81
inconsistency,81
popular,81
adapting,80
auxiliary,80
client,80
complete,80
contrastive learning,80
dimension,80
image-text,80
indoor,80
location,80
mitigating,80
rather,80
recent advance,80
structured,80
ambiguity,79
caused,79
deployment,79
id,79
machine,79
radiance,79
recent advancement,79
state space,79
versatile,79
volume,79
boost,78
image quality,78
match,78
operation,78
prompting,78
proposes,78
scene understanding,78
solely,78
spatio-temporal,78
subsequently,78
text-to-video,78
vision language,78
alternative,77
assess,77
case,77
decoding,77
following,77
goal,77
negative,77
progressive,77
ssl,77
stream,77
analyze,76
automatic,76
branch,76
creating,76
defense,76
differentiable,76
emerged,76
final,76
gaze,76
generalization capability,76
limitation propose,76
manual,76
novel method,76
transformer-based,76
understand,76
variety,76
work introduce,76
become,75
current method,75
establish,75
federated,75
feedback,75
merging,75
mllm,75
multimodal model,75
phase,75
plug-and-play,75
prior work,75
random,75
synthetic data,75
temporally,75
aligns,74
apply,74
code model,74
convolution,74
effort,74
exploration,74
fixed,74
intermediate,74
often struggle,74
pretraining,74
required,74
risk,74
simple yet,74
suboptimal,74
bottleneck,73
bridge gap,73
dit,73
efficacy,73
path,73
real-world application,73
safety,73
strength,73
surpassing,73
theoretical,73
wide range,73
yet effective,73
conditioned,72
digital,72
discrepancy,72
ensures,72
producing,72
redundant,72
reference image,72
significant improvement,72
assumption,71
backdoor,71
coordinate,71
doe,71
encode,71
experimental result show,71
image segmentation,71
large vision-language,71
mainly,71
method typically,71
multi-scale,71
outperforms state-of-the-art method,71
privacy,71
semantically,71
since,71
spatial-temporal,71
termed,71
box,70
cross-view,70
derived,70
dynamic scene,70
extensive experiment show,70
facilitating,70
five,70
large vision-language model,70
measure,70
method code,70
observe,70
optical flow,70
realism,70
redundancy,70
reflection,70
attention mechanism,69
coherent,69
cross-attention,69
outperforms existing method,69
previously,69
reduced,69
registration,69
scene graph,69
achieves superior,68
causal,68
channel,68
could,68
demonstrate superiority,68
illumination,68
long-range,68
model training,68
numerous,68
optimized,68
overlook,68
radiance field,68
rapid,68
sensing,68
series,68
visual token,68
collection,67
compared existing,67
constrained,67
density,67
however current,67
multi-task,67
progressively,67
visually,67
applicability,66
comparison,66
conducted,66
developed,66
empirical,66
feature space,66
investigate,66
involves,66
margin,66
method outperforms,66
notable,66
occupancy,66
optimizing,66
paper introduces,66
ratio,66
sam,66
semantic information,66
validate effectiveness,66
visual quality,66
ad,65
augmented,65
easily,65
evaluated,65
filter,65
focusing,65
identifying,65
initialization,65
interest,65
latent diffusion,65
long-term,65
recover,65
spectral,65
splatting 3dgs,65
training strategy,65
alleviate,64
art,64
captioning,64
conditioning,64
deep learning,64
emotion,64
extensive experimental,64
fewer,64
forgery,64
fuse,64
hoi,64
kernel,64
maintain,64
meanwhile,64
medical image,64
open-world,64
pseudo,64
regression,64
sufficient,64
3d model,63
gaussian splatting 3dgs,63
generation quality,63
modification,63
open-source,63
projection,63
showing,63
skill,63
visual information,63
3d gaussians,62
convergence,62
demonstrate proposed,62
extensive evaluation,62
generated image,62
intrinsic,62
method significantly,62
model generate,62
next,62
predicted,62
simple yet effective,62
sound,62
spatially,62
stability,62
suitable,62
synthesize,62
transition,62
video frame,62
asset,61
attempt,61
automated,61
conflict,61
domain adaptation,61
however existing method,61
in-the-wild,61
inherently,61
lower,61
recovery,61
solve,61
text-to-image generation,61
adjustment,60
awareness,60
cause,60
coarse,60
current state-of-the-art,60
detect,60
experiment across,60
hard,60
image feature,60
interpolation,60
mobile,60
parameter-efficient,60
partial,60
per,60
present novel,60
pseudo-labels,60
robotics,60
select,60
shadow,60
significantly improves,60
space model,60
storage,60
student,60
truth,60
blur,59
comprehensive experiment,59
decoupling,59
eliminating,59
estimating,59
extensive experimental result,59
filtering,59
interpretable,59
larger,59
learning framework,59
low-level,59
object-centric,59
observed,59
orientation,59
propagation,59
scan,59
separate,59
temporal consistency,59
underlying,59
vision transformer,59
adversarial attack,58
amount,58
construction,58
contains,58
correct,58
correction,58
gpu,58
graphic,58
great,58
ground truth,58
idea,58
intricate,58
iteratively,58
lie,58
probability,58
unlearning,58
3d point,57
anything,57
benchmark demonstrate,57
challenging due,57
datasets show,57
decision,57
demonstrate approach,57
diffusion process,57
discovery,57
extracted,57
gained,57
image text,57
image video,57
innovative,57
method across,57
method rely,57
naturally,57
primary,57
scarcity,57
scene reconstruction,57
selective,57
smooth,57
state space model,57
three key,57
achieving state-of-the-art,56
additionally introduce,56
community,56
deblurring,56
desired,56
fall,56
indicate,56
instance segmentation,56
model performance,56
modern,56
overfitting,56
paper propose novel,56
peft,56
plausible,56
reliance,56
relighting,56
representing,56
social,56
target domain,56
text-to-image diffusion,56
active,55
activity,55
associated,55
deformable,55
depth map,55
feed-forward,55
followed,55
holistic,55
inversion,55
learning-based,55
measurement,55
possible,55
power,55
stable diffusion,55
3d human,54
affordance,54
continual learning,54
cross-domain,54
discrete,54
extended,54
external,54
featuring,54
human pose,54
in-context,54
inr,54
insufficient,54
key challenge,54
large multimodal,54
minimizing,54
monocular video,54
overcome limitation,54
play,54
precision,54
represents,54
spatial temporal,54
specifically first,54
synthesizing,54
trade-off,54
3d generation,53
address limitation propose,53
besides,53
brain,53
catastrophic,53
closely,53
feature representation,53
foundational,53
human-object,53
loss function,53
masking,53
multi-view image,53
namely,53
natural language,53
old,53
principle,53
prior knowledge,53
rotation,53
subset,53
variable,53
vision language model,53
vit,53
address introduce,52
certain,52
cluster,52
compromising,52
compute,52
contact,52
domain gap,52
e.g,52
effectiveness proposed,52
employing,52
extra,52
found,52
gap introduce,52
high-frequency,52
however method,52
identification,52
incomplete,52
key insight,52
knowledge distillation,52
large multimodal model,52
linguistic,52
outperforms previous,52
panoramic,52
parallel,52
provided,52
raw,52
serve,52
significantly outperforms existing,52
sr,52
substantially,52
template,52
testing,52
valuable,52
vehicle,52
weakly,52
approach achieves,51
approach leverage,51
clothing,51
communication,51
computational efficiency,51
data distribution,51
detecting,51
developing,51
employed,51
entity,51
establishing,51
federated learning,51
generalization ability,51
grounded,51
high-quality image,51
increasingly,51
method struggle,51
nerf,51
outperform,51
past,51
related,51
self-supervised learning,51
sketch,51
text-to-image diffusion model,51
vision model,51
bounding,50
challenge introduce,50
collected,50
commonly,50
comprises,50
comprising,50
expensive,50
facilitates,50
feature extraction,50
image classification,50
inference time,50
method achieves state-of-the-art,50
mode,50
multi-object,50
object pose,50
paper proposes,50
reliability,50
rendered,50
take,50
tree,50
unified framework,50
visual representation,50
work present,50
acquisition,49
aiming,49
answer,49
boosting,49
catastrophic forgetting,49
code publicly,49
concern,49
confirm,49
consequently,49
considering,49
controllability,49
edits,49
estimated,49
first introduce,49
forward,49
gesture,49
heavily,49
heterogeneity,49
interpretability,49
latent diffusion model,49
meaningful,49
mixture,49
model size,49
protection,49
remove,49
reveals,49
scene representation,49
seen,49
skeleton,49
useful,49
vqa,49
whole,49
widely used,49
able,48
achieves state-of-the-art result,48
additionally propose,48
address gap,48
address problem,48
adopt,48
broad,48
carefully,48
code released,48
compared state-of-the-art,48
confidence,48
convolutional,48
detection method,48
extend,48
generation process,48
high-quality 3d,48
include,48
inverse rendering,48
preservation,48
separately,48
smaller,48
sparsity,48
state-of-the-art sota,48
textual description,48
year,48
3d object detection,47
ablation,47
according,47
aesthetic,47
association,47
code publicly available,47
decoupled,47
degraded,47
entropy,47
expressive,47
extracting,47
fall short,47
fine-tune,47
greatly,47
key component,47
mean,47
meet,47
mitigates,47
motion generation,47
positive,47
reality,47
referring,47
relies,47
rgb image,47
sd,47
sensitive,47
targeted,47
tend,47
topology,47
usually,47
vits,47
weakly supervised,47
whether,47
access,46
black-box,46
bounding box,46
built,46
clinical,46
collaboration,46
computational overhead,46
consider,46
deep neural,46
distinguish,46
dubbed,46
emerging,46
existing model,46
explored,46
image synthesis,46
incremental,46
large-scale dataset,46
lora,46
maintains,46
manifold,46
method code available,46
much,46
phenomenon,46
plane,46
retaining,46
seamless,46
security,46
sensitivity,46
significantly enhances,46
speech,46
success rate,46
text-to-image model,46
theory,46
transform,46
anchor,45
basis,45
broader,45
cad,45
consisting,45
deep neural network,45
effectiveness method,45
energy,45
established,45
experiment validate,45
face challenge,45
fine,45
guarantee,45
injection,45
low-resolution,45
model learn,45
monocular depth,45
multiview,45
previous work,45
remote,45
scanning,45
selectively,45
single-view,45
specifically designed,45
subspace,45
text-guided,45
's ability,44
clean,44
composed,44
computationally,44
data augmentation,44
due lack,44
existing state-of-the-art,44
fine-tuned,44
foreground,44
good,44
grid,44
imagenet,44
importantly,44
independent,44
influence,44
internal,44
keypoint,44
line,44
multi-step,44
photo,44
probabilistic,44
prompt learning,44
proxy,44
reconstructs,44
reinforcement,44
render,44
residual,44
retraining,44
significant progress,44
talking,44
threat,44
traffic,44
varied,44
attention map,43
benchmarking,43
candidate,43
comprehensive evaluation,43
degree,43
dm,43
domain generalization,43
existing datasets,43
existing method often,43
experiment demonstrate method,43
explanation,43
fid,43
first time,43
framework designed,43
implement,43
interference,43
large model,43
local feature,43
low-rank,43
million,43
outdoor,43
parametric,43
physically,43
qualitative quantitative,43
sfm,43
slide,43
sota method,43
source code available,43
together,43
treat,43
try-on,43
adjust,42
bridging,42
compatible,42
consistently outperforms,42
costly,42
covering,42
creative,42
disentangled,42
due limited,42
estimator,42
formulate,42
growing,42
hyperspectral,42
inference speed,42
intelligence,42
issue introduce,42
multi-level,42
nuscenes,42
predicts,42
presence,42
problem propose,42
reinforcement learning,42
robotic manipulation,42
spherical,42
spiking,42
stem,42
successfully,42
suffers,42
tackle challenge,42
track,42
transferability,42
translation,42
video data,42
visual question,42
visual question answering,42
weak,42
acceleration,41
angle,41
binary,41
competitive performance,41
comprehensively,41
demonstrate superior,41
domain-specific,41
early,41
encodes,41
event-based,41
existing work,41
exploiting,41
fps,41
ha emerged,41
hair,41
image super-resolution,41
incorrect,41
infer,41
machine learning,41
mutual,41
neural representation,41
node,41
open-set,41
outperforming existing,41
performance degradation,41
platform,41
poor,41
practice,41
predefined,41
primarily focus,41
procedure,41
protocol,41
recent year,41
refined,41
remote sensing,41
rendering quality,41
saliency,41
segmentation model,41
simply,41
spatial relationship,41
streaming,41
style transfer,41
supporting,41
transport,41
underexplored,41
unlabeled data,41
verify,41
window,41
3d shape,40
avoiding,40
computational complexity,40
considerable,40
counterpart,40
customized,40
drop,40
effectiveness approach,40
ensemble,40
extensive experiment across,40
extreme,40
format,40
generation method,40
global context,40
historical,40
identifies,40
image compression,40
improve performance,40
independently,40
innovation,40
intensity,40
irrelevant,40
localized,40
medium,40
model often,40
obtained,40
performance compared,40
pose significant,40
program,40
promise,40
ray,40
satellite,40
significant performance,40
state-of-the-art approach,40
systematically,40
t2i model,40
usage,40
utility,40
word,40
world model,40
2d image,39
account,39
additional training,39
animal,39
another,39
approach enables,39
canonical,39
collect,39
finetuning,39
formulation,39
high computational,39
hinder,39
hinders,39
ideal,39
labeled data,39
method primarily,39
model available,39
model however,39
model like,39
positional,39
precisely,39
previous state-of-the-art,39
psnr,39
recent work,39
scene generation,39
spanning,39
stochastic,39
strong generalization,39
suggest,39
true,39
3d point cloud,38
criterion,38
data-driven,38
demonstration,38
evolution,38
exposure,38
failure,38
fl,38
forecasting,38
generic,38
granularity,38
increased,38
informative,38
landmark,38
low-quality,38
made significant,38
mixed,38
multi-agent,38
necessary,38
neural radiance,38
outlier,38
potentially,38
predominantly,38
ranking,38
real-world datasets,38
recent study,38
reconstruction quality,38
refines,38
separation,38
setup,38
slow,38
specifically introduce,38
spurious,38
synthetic real-world,38
unexplored,38
urban,38
vocabulary,38
across three,37
aggregate,37
alongside,37
also introduce,37
applies,37
batch,37
challenge due,37
compared previous,37
compressed,37
conduct extensive,37
constructed,37
convert,37
demonstrate method achieves,37
domain shift,37
enabled,37
experiment conducted,37
experiment demonstrate effectiveness,37
experiment various,37
extending,37
extends,37
extractor,37
fitting,37
frozen,37
furthermore propose,37
guiding,37
ha shown,37
iii,37
image retrieval,37
inconsistent,37
lacking,37
learning method,37
major,37
motivated,37
neural radiance field,37
occluded,37
ood detection,37
performing,37
personalization,37
prevent,37
promote,37
real data,37
resolve,37
selecting,37
soft,37
state-of-the-art model,37
statistical,37
subsequent,37
surface reconstruction,37
symmetry,37
text image,37
trajectory prediction,37
vision foundation,37
visual grounding,37
3d representation,36
ablation study,36
adding,36
argue,36
artistic,36
autoencoder,36
blending,36
budget,36
confusion,36
consumption,36
dedicated,36
diffusion prior,36
distributed,36
encompassing,36
erasure,36
excel,36
extremely,36
framework leverage,36
frequently,36
gaussian primitive,36
generating high-quality,36
ground-truth,36
gui,36
however due,36
human body,36
human-object interaction,36
image however,36
learning model,36
lighting condition,36
method achieving,36
model achieves,36
often fail,36
overlooking,36
performance gain,36
performance improvement,36
preference optimization,36
prior method,36
reason,36
report,36
showcasing,36
solving,36
specifically propose,36
spectrum,36
state-of-the-art performance across,36
text embeddings,36
theoretically,36
timesteps,36
unlike previous,36
variant,36
vision foundation model,36
vulnerability,36
3d asset,35
3d semantic,35
6d,35
achieve state-of-the-art,35
achieving state-of-the-art performance,35
ambiguous,35
analyzing,35
approach significantly,35
appropriate,35
architectural,35
believe,35
bev,35
chain-of-thought,35
continuously,35
count,35
customization,35
dataset code,35
dpo,35
eliminates,35
embedding space,35
experience,35
future research,35
garnered,35
generalizes,35
generated video,35
hence,35
hour,35
imagery,35
immersive,35
iteration,35
low-light,35
method effectively,35
model designed,35
model ha,35
optimizes,35
pathology,35
pose significant challenge,35
quantitatively,35
ranging,35
real image,35
refining,35
reflect,35
reflectance,35
representative,35
seek,35
selected,35
showcase,35
significant attention,35
timestep,35
tracker,35
triplet,35
typical,35
variance,35
visible,35
weather,35
3d scene understanding,34
abstract,34
adverse,34
assistant,34
choice,34
code data,34
consensus,34
contain,34
curated,34
deepfake,34
descriptor,34
dynamic range,34
encounter,34
establishes,34
evaluation metric,34
fails,34
feature fusion,34
focal,34
generally,34
harmful,34
improves performance,34
inaccurate,34
involving,34
misalignment,34
model propose,34
moving,34
promising result,34
prompt tuning,34
proposed approach,34
re-identification,34
real-world data,34
real-world image,34
result across,34
serf,34
severe,34
share,34
sharing,34
straightforward,34
strong performance,34
t2v,34
technology,34
temporal information,34
text description,34
top,34
unfortunately,34
variational,34
visual content,34
vulnerable,34
wild,34
3d mesh,33
address issue introduce,33
also propose,33
artificial,33
assume,33
auto-regressive,33
best knowledge,33
cam,33
clear,33
cnns,33
coarse-to-fine,33
computational resource,33
configuration,33
decision-making,33
devise,33
egocentric video,33
encoded,33
evaluation demonstrate,33
far,33
first propose,33
gpt-4o,33
hardware,33
head avatar,33
hold,33
impractical,33
in-context learning,33
method leverage,33
model lmms,33
model lvlms,33
monitoring,33
multi-label,33
multiple benchmark,33
multiple datasets,33
nevertheless,33
practical application,33
prone,33
proposal,33
public datasets,33
relevance,33
semantic feature,33
semi-supervised learning,33
sign,33
single-image,33
split,33
subtle,33
text-to-image t2i,33
tokenization,33
training process,33
tumor,33
vae,33
versatility,33
virtual try-on,33
x-ray,33
absence,32
accessible,32
across frame,32
available recent,32
balanced,32
constructing,32
controlled,32
database,32
denoising process,32
designing,32
discover,32
distilled,32
distribution shift,32
edited,32
enhance model,32
fashion,32
firstly,32
hand-object,32
hope,32
image-level,32
image-to-video,32
implicit neural,32
infrared,32
interval,32
learning process,32
malicious,32
needed,32
off-the-shelf,32
often suffer,32
operates,32
outcome,32
pairwise,32
pivotal,32
place,32
propose novel framework,32
quality assessment,32
r,32
radar,32
reconstructed,32
reconstruction model,32
relative pose,32
relatively,32
removing,32
represented,32
reverse,32
rl,32
semantic alignment,32
show proposed,32
significantly outperforms state-of-the-art,32
solver,32
talking head,32
teacher model,32
train model,32
unified model,32
validated,32
volumetric,32
voxel,32
's effectiveness,31
act,31
address challenge introduce,31
ai-generated,31
approach outperforms,31
base model,31
close,31
code dataset,31
codebook,31
conduct extensive experiment,31
connection,31
decompose,31
defect,31
determine,31
disparity,31
environmental,31
etc,31
expansion,31
experiment show method,31
experiment three,31
extension,31
family,31
fusion module,31
generation framework,31
greater,31
ha gained,31
ha made,31
heuristic,31
hidden,31
initially,31
interpretation,31
keypoints,31
lane,31
latter,31
magnitude,31
method address,31
method called,31
minute,31
model architecture,31
model effectively,31
multi-stage,31
multimodal model lmms,31
normalization,31
object-level,31
optimal transport,31
overlap,31
performance across various,31
physic,31
pre-trained diffusion,31
previous approach,31
qa,31
recognizing,31
release,31
rgb-d,31
room,31
safe,31
show approach,31
simulated,31
spatial information,31
superiority method,31
surrogate,31
text-based,31
text-to-video generation,31
topological,31
traditional method,31
trigger,31
unit,31
utilization,31
video content,31
video quality,31
video sequence,31
video-language,31
visual textual,31
watermark,31
workflow,31
adopted,30
animatable,30
availability,30
avoid,30
becomes,30
bound,30
burden,30
camera motion,30
class-incremental,30
contextual information,30
crowd,30
dataset distillation,30
datasets including,30
denoising diffusion,30
deterministic,30
dg,30
dnns,30
driving scene,30
dynamic 3d,30
effectiveness proposed method,30
empirically,30
evaluate method,30
flop,30
functional,30
gap propose,30
image denoising,30
